text,sentiment_for_product,sentiment_for_video
Watching this on my Samsung a15 5g that just hit an Android 15 update,neutral,neutral
"One plus 13 definitely but here  i n the usa  well  im eitj  T-Mobile,cant happen  im stuck  with  Samsung galaxy .but my  last  device was the  oneplus 9 pro",neutral,neutral
I'm first to comment 😂😂,neutral,neutral
"@TechSpurt  Are any of these as good as the Huawei P30 pro?
Looking for a new phone this year, don't know if to go for a mid or full Flagship? 🤔
Thanks. 👍🏻",positive,positive
I want one of those one plus nords,neutral,neutral
Whenever the writers of TV shows ran out of ideas they would stitch clips together to make a new episode. Hmmm.,neutral,neutral
One thing to note is that the accessories for CMF phone 2 pro are sold out everywhere without which it is not that great of a phone,positive,positive
is it true that xiaomi 15 gets real hot when taking a lot of photos while samsung S25 ultra doesnt get hot?,neutral,neutral
certified apple hater🤣(laughably expensive),neutral,neutral
"Yo guys, I am looking to get a new phone in August - November time. I currently have a pixel 7 pro. I will have around £1100 - £1200 to spend. I know that phone choices are personal preference but there are so many phones out there that are good and I would like some outside views and thoughts on what I should get or at least think of getting. I won't be getting an iPhone of any kind tho because I prefer Android. I live in the UK and I know that there are some phones that aren't available here. I am open to any phone (like oppo or Google or Samsung or Xiaomi etc). Thanks guys 👍",positive,positive
05:45 :D,neutral,neutral
Make a video on top flagship killer of 2025?,neutral,neutral
Still not understanding your British accent hahahahahahaha sorry i prefer the American accent !,neutral,neutral
Just bought the 13r. It's been extremely good so far,positive,positive
Wtf seriously 😒 best camera oneplus 13 it should be worst camera of the year lol 😂,positive,positive
unc where the oppo find x8 ultra at?,neutral,neutral
"Would the Poco F7 have made it on this list, considering that it only released yesterday so it will not have been considered yet I think",neutral,neutral
This guy's eyes always makes me think he is knocking one out with a cheese grater.,neutral,neutral
"Watching this on my OnePlus 13 and astonished that this is your phone of the year thus far.  I absolutely love it, but I'm surprised to hear a channel with your viewership agree.  Cheers fella.",positive,positive
"Motorola is shit for updates.
The OnePlus 13 is the best over all available in the US. We don't get many options. Thankfully Nothing is available here for midrangers but, only online and possibly Best buy.",positive,positive
Where did u put the vivo x200 pro. It's available worldwide.,neutral,neutral
I heard that the video on the OnePlus 13 strutters quite a lot...,neutral,neutral
Xiaomi 15,neutral,neutral
"Foldable awards should be split into two categories, best vertical and best horizontal to be fair",positive,positive
OnePlus 13 would be the one for me too :),neutral,neutral
If you aren't buying flaship then choose samsung / google / apple. Others dont' give good update policies.  If you are buying budget device only samsung i recommend.,positive,positive
The intro was way too funny for me 😂,neutral,neutral
Mau 1 tapi gak ada money nya buat beli😅😅😅😅😅,neutral,neutral
The Nothing 3a Pro would be perfect for me if it came in a 512gb variant as well...🤔I would probably go OP13 but i just cant justify spending £850 on a bloody phone. There are plenty of decent ones out for about the £500 price point that will do a perfectly good job...,positive,positive
As always very entertaining. Thank you mate !!!,neutral,neutral
Thank you for  the great videos you the best,positive,positive
After watching you review the honor magic 7pro i decided to get it and after almost 4 months i honestly love it still. Cheers spurt,positive,positive
"Right before the Fairphone 6 came out, deserving the most sustainable phone of the year so far (and let's be honest for the rest of the year!)",neutral,neutral
I've had the OP 13 since launch and it's amazing. I definitely wasn't expecting it to win best camera tho. Got a vivo x200 pro being delivered end of the week to replace it,positive,positive
I'm surprised not many people own the OnePlus 13 (Global) atm.,neutral,neutral
"Damn Uncle Spurt.. you chose my OnePlus 13 16/512 Arctic Dawn!! I'm shocked & grateful. 
I got fed up with the three-tier monopoly so I jumped ship & never looked back. The new standard has been set.
OP13 Chinese ROM was released April 2024 but yeah, we got ours New Years. -Cheers from Finland 🇫🇮",neutral,neutral
I have never been into Flagship phones but I want to say I really want a OnePlus 13 with everything has been said about also the VIVO X200 Pro those 2 are really growing on me to buy them.,neutral,neutral
