text,sentiment_for_product,sentiment_for_video
"@1:01 Even thou this list about 2025 phones
Still they want to do paid promotion for iphone 16 Pro Max which was released on 2024 lol
Strange",neutral,neutral
The editing mehn. Daaamn,neutral,neutral
"Listing flagships of all manufacturers, lol wow so creative",neutral,neutral
watching with my x200 ultra🎉,neutral,neutral
Interesting list. A lot of these phones are not available or barely available in the US so its not relevant to me.,neutral,neutral
European variant Honor Magic 7 Pro is watching enthusiastically 🤓,neutral,neutral
OnePlus 13,neutral,neutral
Best smartphone without A.I?,positive,positive
"The S24 Ultra is the best phone I have ever used. Exceptional battery life, very good UI, Dolby Atmos, Screen.....",positive,positive
Why no pixel?,neutral,neutral
Doesn't matter what's coming rest of the year when Vivo X200 Ultra already exist.,neutral,neutral
honor magic 7 pro or iphone 15 pro max,neutral,neutral
but guys what if im in a very tight bufget ...what would u recommend me,neutral,neutral
Pixel always,neutral,neutral
5yrs of software and security updates should be the least and normalised in mobile phones.,neutral,neutral
Definitely the Huawei Pura 70,neutral,neutral
How could you leave off the Google Pixal 9 pro?,neutral,neutral
Is Xiaomi 12 pro still valid?,neutral,neutral
Why not mentioning poco f7 ultra???,neutral,neutral
I got Vivo X200 Ultra last month - it is such a beast!,neutral,neutral
OnePlus 13 phone of the year.,neutral,neutral
Xiaomi 15,neutral,neutral
X200 Ultra is basically Iqoo 13 with a flagship camera setup 😊,neutral,neutral
No foldables? I would've thought the Oppo Find N5 would top some categories.,neutral,neutral
Love the reviews!! Can you recommend Samsung or Google messages to use on S24 plus. Thanks,positive,positive
Vivo x 200 ultra,neutral,neutral
Front 3D ToF facial recognition on Android first begun with the Huawei P40..back in 202..5yr old tech,neutral,neutral
Just bought the S25 Ultra omggg🎉,neutral,neutral
"Bro shave that hair, there's no point in keeping it, you'll be much happier",neutral,neutral
Take out the S25u and throw in the S24u instead,neutral,neutral
Buena elección el vivo 200 ultra es bueno en todo no solo en cámaras en todos sus sistemas cumple al 100% lo único que en la parte de cámara se despega a un 200% comparado con los demás . Repito es completo en cada apartado no es solo cámara,neutral,neutral
Huawei Pura 80 ultra,neutral,neutral
"I am a big fan of yours and always watch your videos! I don't have a smartphone yet and Samsung Galaxy S25 can be my first phone, if you give it to me then it will be my biggest wish. It has 12GB RAM, great camera and latest features. Please give me a chance to gift my first smartphone, I will be forever grateful to you! ❤️",positive,positive
Vivo x200 Pro has been my daily driver for 6 months now and I can't get enough of it! No envy for the ultra. I prefer global ROMs.,neutral,neutral
Should have added Vivo x200 pro or  X200 ultra,neutral,neutral
No Xperia?,neutral,neutral
One plus 13 all the way... All the speca and half the price!!❤,neutral,neutral
Oppo Find n5,neutral,neutral
"Saf, any chance you can do a camera test comparison between Xiaomi 15 Ultra vs Oppo Find X8 Ultra vs Vivo X200 Ultra? Thanks",positive,positive
"Less hair time, more timestamp time.",neutral,neutral
"using Oneplus 13, the best performance, camera, battery, os in every aspect 
samsung needs to cm out of 5k mah battery especially S25 ultra feels same older version of ultras. Vivo,xiaomi,iqoo r bringing best techs as weel",positive,positive
"Xiaomi, Redmi must really improve when it comes to updates. It's really frustrating.",neutral,neutral
Dont import the oppo! It wont work 100%. Since its got chinese android on it... Hopefully x9 x10 will be global,neutral,neutral
Oneplus 13,neutral,neutral
Samsung 25 ultra and Google pixel 9 pro xl are the best,positive,positive
Did anyone ever hear about honour after sale services?,neutral,neutral
Vivo X200 ultra,neutral,neutral
"As a niche, I'd say the best phone for me is Red Magic 10 Pro. Idk about the 10s yet. I'm hoping to see more on-hand gaming reviews and thermal checks and if everything checks out to be better, I'll get it. Especially considering the price of the 1TB model.

I'll probably get a Samsung next year if they're not complacent again. I do prefer the S series to be my main phone as I still have my S21 ultra. Banger phone, but considering everything I've seen from the RM10, it definitely made my S21 feel old now",positive,positive
"9:30 So Sony makes the best camera sensors for others, but not for its own phones?",positive,positive
"When will Samsung Flagship phones have 6000mAh battery 
Why only Mid-range phones get bigger 🔋 
If the make S26 Plus Thicker with 6000mAh battery just for once & see the Sales for themselves",neutral,neutral
"This is cowardice, you already say it's your opinion, why not place then in order of your preference",neutral,neutral
"It's not true that the early release phones get forgotten at the end of the year. The S ultra of that year always takes one of the top awards, if not the ""MVP"".",neutral,neutral
Xiaomi 15 be sitting back this time,neutral,neutral
We can still be friends 😂,neutral,neutral
I absolutely love my iPhone 16 pro Max but it feels so far behind compared to a lot of these phones,positive,positive
"I'm watching this video on my new Vivo X200 Ultra. Google services and Android Auto works perfectly, you can uninstall almost every chinese apps and even turn on Circle to search. This is android guys, if you want you can do anything with your phone 😂
P.S. camera is godlike",neutral,neutral
I use iphones but if i would ever go back to android i would deff go for the vivo imo,neutral,neutral
"samsung need to work on hardware 
like cams and battery and charging speed 
they have the best software   
so working on hardware  Samsung will be the number 1",positive,positive
Top 5 smartphones for millionaires 😂,neutral,neutral
"This was so helpful, thank you!",positive,positive
"Honestly dont think the S25 Ultra is worth it over the other Ultra options. X200 Ultra has FAR better cameras, better battery life and charging speeds, better IP rating, IR blaster, AND is cheaper. 

Samsung really needs to step it up, they are getting left behind by Chinese brands and its really not even close anymore.",neutral,neutral
People are sleeping on the Magic 7 Pro!,neutral,neutral
This Year X200 Ultra is The King of Smartphones.....,neutral,neutral
