text,sentiment_for_product,sentiment_for_video
Going from a 14 base to a 17 pro max in a few months. That’s the plan…unless it sucks,negative,negative
"Brother , I am really confused about which phone I should buy . I watched your Iphone 16 pro max video as well but i don't understand which one is perfect for me . I prefer good video and picture camera ( zoom isn't that much important for me but the quality of the video and pictures is important ) . With a better selfie camera with less noise . Good processing phone with smooth performance and stability and Good OS .Video with Pictures like less noise and good color balance. Zoom isn't that much important for me as I already have Samsung s 23 ultra . Please I am waiting for your reply brother .",neutral,positive
"After buying a pixel 9 pro xl, i moved back after 4 weeks to the iphone 16 pro max… google still needs to improve a lot of stuff specially in the camera department, photos are constantly blurry, lack detail specially when the subject is in movement, video quality is so bad thet you need to depend on an online service to make it “better”… it is just a bad phone. So here i am back to the iphone 16 pro max",positive,positive
"Last 6-7 iphones are looking the same - the same thing that happened with iphone 6-7-8 (with s models every other year). That’s 6 years of producing the same phone with 10% better chip or camera that noone really needs. Nobody on earth can tell me that 10% faster phone will make his life or work easier. But now, when they say it will change things with 17 (and still the changes are not “huuugeee” like some of youtubers are presenting), the prices will go up for basically the same phone. Jumping from 8 to X was “hugeeee”. Jumping from 3s to 4 was “hugeee”. But jumping from X to any of the models after - 11,12,13,14,15 or 16 - it’s just small things here and there, nothing major. Apple just have a good marketing. (The same thing applies to Samsung).",neutral,neutral
Still on my 13 pro max and about to replace the battery. The stainless steel design look so much better than the 16 pro max line up,negative,negative
My sons just gone from an iPhone 15 to a Xiaomi 14T Pro and have to say it’s way better in most ways plus you can set the camera up to use like the iPhone . All for £500 . Think apples days are numbers in my household … they have become as boring as f1 😂,neutral,neutral
Theme hospital. IYKYK,neutral,neutral
"i switched to the 16 plus about a month ago after having the 13 for a year (as my first iphone) and i honestly think its about the same experience. i use the camera button a lot more than i thought i would but i dont use the ai ""features"". and those are like... the only memorable things i can even think about in my experience of using it.",positive,positive
"If 17 looks like this, I'll skip or eventually move to Samsung after 12 years of iPhones. if the mock ups turn out to be true, this will be the ugliest iPhone ever!",neutral,neutral
At 5:04 how is he changing those colors?,neutral,neutral
I sold my 16 pro max,negative,negative
Changed battery in my iPhone 13 and rocking it still. Upgrades are minimal in the latest iPhones except for the camera,positive,positive
"I don't think apple and Samsung ""plateaud"" in their camera tech. They are just not bothered to use money on the R&D for a bigger sensor. Since the consumer buys their very expensive phones anyway. So why bother...",negative,negative
"I remained with my iphone 15 pro. The 16 did not meet any expectations that were promised to consider upgrading,",neutral,neutral
Well i owned the 16pm from launch and lts me tell you the worst phone i ever had (apple) the 15pm was so much better for me at least the camera is a shit and buggy all the time i have to restart the camera app for some reason and audio quality sometimes takes a hit the typing is fking hard and not very responsive sometimes the phone is full of bugs here and there i swear to god i turned on my old iphone 13 now and um using it amd going to buy some top of the line android phone to try it s25 ultra or pixel9 pro woth that shity soc oh well im starting to hate iphones ngl,negative,negative
"Upgraded from base 15 to the 16pm. Gotta say it’s quite a heavy phone. Other than that, it’s a great phone. Better camera, better screen, Great battery life, pro motion.",positive,positive
Great phone however their AI is still behind from what other Smartphones do,neutral,neutral
I upgraded from 13….. I see no difference.,neutral,neutral
100% battery capacity with 200+ cycles how's that possible 🤯,neutral,neutral
"An iPhone 11 Pro Max user here, this 16PM is still not convincing me to upgrade yet. But I would purchase a price-dropped iPhone 15 Pro Max instead.
I have been using my iPhone 11 ProcMax for 6 years now (bought brand new before COVID-19 outbreak) it still rocking given the battery has been replaced due to aging.",neutral,neutral
08:05 what is the model's name?,neutral,neutral
Iphone 14pro max usa variant 256gb 2 years 3 months used battery health 100 parents,neutral,neutral
"The telephoto lens is definitely a weak point. Great distance, but it's noticeably worse in low light. I'm still happy overall, but this is where I'd point people to the Pixel 9 Pro series (Chinese phones depend on where you live).",positive,positive
I’m still rocking a iPhone 13 Pro Max (512GB) this was definitely Peak iPhone!,neutral,neutral
"Having 16 Pro Max. Very solid phone, but the photo quality is sort of embarrasing compared to android flagships.",negative,negative
"I was offered An iPhone 16 Pro Max For my S24 Ultra And I'm Glad I didn't Take The iPhone 🤭
Cause My S24 Ultra Can Shoot Also In 4k 120fps In Pro Video Mode And The Lens Switching Is Much Smoother Than Any Other Phone While Using 1080p 60fps :)",negative,positive
My biggest nuisances: 2x zoom is just a digital crop and it is really messy. iOS is buggy and the AI integration is laughable.,negative,negative
"The iPhone 16 pro cameras is something remarkable to be honest, needs some serious innovation",positive,positive
9:06 Draco Malfoy is short,neutral,neutral
"Still enjoying my 16PM, not going to upgrade this year. That leaked dummy units looked hideous imo.",positive,positive
"4:49 Erm, the iphone doesn't have vapour chamber cooling, but it might appear in the 17 Pro however.",neutral,neutral
"Genuinely can’t believe how much better the images from that Oppo look compared to the iPhone, never thought a day will come when a Chinese Android phone will take much better looking photos than an iPhone",negative,positive
"I had the 14 pro and was good with it, but did upgrade to a 16 pro max cause I wanted a bigger phone, plus more capacity and usb-c. I think I will be good with this one for the next 3-4 years. But I also do agree that Apple peaked with the iPhone's awhile ago.",positive,positive
I bought 16prm literally 2 days ago upgraded from 14prm . I would say Inlove 14prm more than 16prm. the overheating is constantly making me regret upgrading. Just after 10 minutes of video calling the phone is super hot and 5-10 minutes of watching YouTube it’s again the same. Is it just my device or are they the same for y’all?,negative,positive
planning to get an iphone as my secondary phone. Been an android users for years and just wanted to try. I dont know if its worth it tho.,neutral,neutral
I like iPhone but this guys fanboying so hard,neutral,negative
I bought 16prm literally 2 days ago upgraded from 14prm . I would say Inlove 14prm more than 16prm. the overheating is constantly making me regret upgrading. Just after 10 minutes of video calling the phone is super hot and 5-10 minutes of watching YouTube it’s again the same. Is it just my device or are they the same for y’all?,negative,negative
"which glasses are you wearing, they are nice :) and i watch your videos they are amazing",neutral,positive
Correct.  Everyone is not a creator.  For those of us who aren't the 16 Pro Max is just a 15 Pro Max with an awkward-to-use and badly placed camera button and embarrassingly awful AI.,negative,negative
still rocking the 14 pro max and I don't think I'm missing out on a lot yet. Type c will be nice but apple intelligence is still trash (tried it on my ipad and mac),negative,negative
Great review il definitely upgrade to the 17 pro max range best wishes from Cheshire,positive,positive
"Had mine since launch, and if you look past the Apple Intelligence fiasco, the iPhone 16 Pro Max is hands down the best iPhone ive ever had, it's just a really good iPhone it does all the things you want it to do, excellently. Screen is amazing, speed is great battery is honestly a joke at times it's so good cameras are really good. if apple didn't promise the AI world this phone wouldn't be looked down upon so much.",positive,positive
"I switched from an iPhone to a Pixel9 pro in December after years, I take more photos. And I'm really happy with the change I made. Hopefully Apple will wake up in the future.",positive,positive
"Ive moved on to android , at least to vivo x200 u 

Since the iphone x, 13 14 , 16 

The only thing that is great or two 

Is the like the mentioned is decent battery and efficiency 

Decent photos and video 

But overall is the backup icloud and restore and seamless transition between macbooks is ehy im still holding on 


But for daily use and video / photos, x200 ultra will be my main 

Apple dropped the ball on hardware ( apart from SoC ) 

Like the screen, and the camera sensor and lens, and the freaking wifi. For christ sake , i could understand camera and screen but effing WIFI !? 😢",negative,negative
I just want to know where you got your tripod from? 😊,neutral,neutral
I jumped from iphone 7 to iphone 16 pro and I think it is worth to jump from phone to phone every 5-7 years only.,positive,positive
5:44 wired airdrop was such a handy tip! Thanks so much! 🔥,positive,positive
Moved up from iPhone 12 to 16 Pro max must say I was least excited about upgrade. Of course camera are better as is battery life but otherwise it is smallest upgrade for me and I’ve been since 3GS days. Definitely keeping my phone for 2-3 years maybe even more.,positive,positive
I am sooooooooo bored of my 16 Pro Max. It's just... not it. All the features they promised have either not been delivered or have simply been underwhelming. It'll be my last.,negative,negative
I have a question about how you set up your battery charge limit to achieve the 100% life after 7-8 months?  Is there a limit set or you charge up to 100%?,neutral,neutral
"iPhone 13 Pro since March 2022✅.
Peak iPhone. Anything else is nothing special.
A better chip, a better camera, a better screen are normal things.
A new useless button is...non sense.

People keep your phone until there is a deep change.
If it ain't broke, don't buy a new one.",positive,positive
honestly 16pro max is best apple from all iphone reason battery high quality videos slomo prfomnce all was insane,positive,positive
all youtube videos ive watched been saying i should wait for the 17 pro max and i am currently using a 13 pro and its a beast tbh ...i think i might just actually wait for the 17 pro max especially with the new ios 26,neutral,neutral
am I going crazy or is there some dust or crumbs on the phone in the thumbnail? I had to click just to say that,negative,negative
Meh. Xiaomi & Vivo best now. Change my mind.,neutral,neutral
This man knows his phones!  My iPhone 15 still has 99% battery health after 203 charge cycles,neutral,positive
"Thinking about buying a second hand/almost new iPhone 14/14 pro.
Both are around 500 Euros, one on eBay and one on Backmarket. 
I'm thinking about trying one for the first or just opting for a budget Motorola edge 50 (neo or pro) option)",positive,positive
I read last week that Apple was going to use an anti reflective screen coating like Samsung. But they scrapped it,neutral,neutral
iPhone 17 lineup is a stupid design.,negative,negative
"my iphone 16PM is pretty buggy. maybe its an ios 18 thing, but i regret upgrading from my iphone 13",negative,negative
Can you recommend a budget bluetooth microphone?,neutral,neutral
"I upgraded from 14Pro and night photos,  battery life, speakers and gaming performance is like x2 better, photographic styles was handy in certain pictures and camera control lets just say needs time, but it’s a fun thing.
About apple intelligence, well Apple really has to work on that, and they really should have advertised 16 series with photography, not the beta ai which doesn’t work in many situations.",positive,positive
14 pro max is the best,neutral,neutral
YES TOTALLY!!!❤,neutral,neutral
I was thinking of getting the 16 pro max but don’t want to feel disappointed if the 17 is better 🧐,negative,negative
I watch these just to laugh at how reviewers desperately try to make content out of minimal generational changes,negative,negative
Sold my 16 pro max (4 months old) and switched to Vivo x200 Pro and Oneplus watch 3. I should have done this long back. Enjoying the freedom of control and customisation of my phone now 😅 and superb camera quality of vivo is icing on the cake 😂,negative,negative
4k 120fps on a Zenfone 7 pro ;),negative,negative
The 16 is a 15s,neutral,neutral
Did the thumbnail change?,neutral,neutral
"Please take as a compliment, know your a married man, but you are the most handsome Tech Guy on YouTube 😅 Sexy 🥵",positive,positive
I have both iPhone 16 PM and S25U and I really cannot get used to the iPhone screen sensitivity and the keyboard typing experience is not as smooth as any other Android phones. I don't know how to make it better,negative,negative
"I'm disappointed with Apple I truly wish they didn't annoyance AI stuff at all. I think it was more about appeasing investors than customers because I don't think (everyday) people have been that pressed for AI on their phones. Wish Apple would've went their usual route of only bring something up when it's ready. Though Siri is noticeable better about answering instead of saying ""I found these search results""
P.S. my 15 pro has been solid BUT the processing does struggle more times than not.",neutral,neutral
You made this so easy to understand.,positive,positive
"As a tech reviewer I tend to not be biased, but let's call a rock, a rock here, Apple has seriously fallen behind and lost the plot. A year in tech is a lifetime, that's a long enough time to lose customer base, let other brands innovate and surpass Apple. One thing here, the Vivo X200 Pro has better video recording than the Iphones already, and it uses a log format that's easier to colour grade. Times are a changing, and it's not going to be kind to companies that cant keep up, or make promises they can't keep...",negative,negative
Going to upgrade 13 to 17 maybe 17 pro,neutral,neutral
I am upgrading from an iPhone 11. Definitely got my 5 years out of it. Hope this new 16 will last as long. 😊,positive,positive
"For the first time since the iPhone 4 I didn’t upgrade to a new iPhone last year, just because the iPhone 16 felt so boring to me that I didn’t even care to upgrade. I kept my iPhone 15 Pro Max for another year. To add, for the last week I’ve been testing the Samsung Galaxy S25 Ultra, and I’m mad a myself for becoming so dependent on the Apple ecosystem, because this phone blows out of the water every iPhone that has come out in the last 3 years. Apple became lazy.",negative,negative
I can’t wait get my iPhone 16 pro max gold with 1TB I think apple is doing very well is year,positive,positive
