text	sentiment_for_product	sentiment_for_video
Running the 2009 update on my vauxhall/opel insignia and haven¡¯t experienced any issues.	0	0
"Marques, good job on NOT letting them gloss over the fact that this is a currently available car..."	-1	1
The car is not as bad as I thought it is	1	0
"I like your videos. To be constructive, you need time stamps. ..."	0	1
thank you bro	0	1
Who is here for ¡®that MKHBD kid¡¯ ??	0	0
U r dangerous for new companies ????	-1	-1
So if I¡¯m in the backseat and I want to change the temperature I have to fold the passenger in the middle?	-1	0
There were all the problems I had with the Mercedes EQS. ... But it looked nice and the ride was nice and it had a Mercedes logo.	-1	0
"When the software catches up, it will be a great car."	1	0
Sadye Motorway	0	0
Fisher logo seems old fashioned somehow.	0	0
0:22  anyone thought it was a tesla in the background	0	0
F	0	0
GET THEM	0	0
In Marques we trust	0	1
I assume Marques is on the Elon payroll	0	-1
Red and blue flashing lights on the dash at night has to be one of the most ridiculous oversights I¡¯ve ever heard of. ...	-1	0
"Don't browse by newest, you will find a lot of fisker investors seething"	0	0
Lol	0	0
How much confidence does a company have to have in their product that they actively discourage reviews of said product?	-1	0
